"","T01","T02","T03","T31","T32","T33","T34","T5A5","T5A6","KMR19","KMR46"
"ENSMUSG00000081254.1",23,36,33,24,35,18,17,48,41,0,0
"ENSMUSG00000087318.1",24,23,64,49,48,64,43,73,67,0,0
"ENSMUSG00000099902.1",31,37,33,14,7,10,5,19,14,0,0
"ENSMUSG00000087501.1",60,77,134,67,79,106,73,105,120,0,1
"ENSMUSG00000098456.1",0,1,5,1,1,0,1,1,3,1,1
"ENSMUSG00000083471.1",4,7,3,2,8,0,10,11,13,0,0
"ENSMUSG00000085240.1",5,9,8,6,12,13,14,22,20,0,0
"ENSMUSG00000087328.1",39,37,91,67,66,86,63,100,148,0,0
"ENSMUSG00000086243.1",0,7,14,15,12,17,19,11,23,0,0
"ENSMUSG00000086311.1",0,5,7,6,0,4,2,5,10,0,0
"ENSMUSG00000082309.3",0,2,2,3,0,1,1,5,4,0,1
"ENSMUSG00000082688.1",1,6,8,6,2,3,1,10,9,0,0
"ENSMUSG00000081571.1",0,6,4,9,2,3,1,4,14,0,0
"ENSMUSG00000087245.1",5,4,21,3,17,23,10,10,13,0,0
"ENSMUSG00000086375.1",2,3,9,12,7,5,3,3,13,0,0
"ENSMUSG00000087388.1",13,21,48,26,31,28,36,62,60,0,0
"ENSMUSG00000082587.1",0,4,14,6,11,12,9,18,22,8,14
"ENSMUSG00000087296.1",40,79,106,100,103,109,62,150,170,0,0
"ENSMUSG00000083806.1",1,0,2,2,0,1,2,2,0,0,0
"ENSMUSG00000085301.1",555,798,1408,992,949,1032,766,1481,2069,0,0
"ENSMUSG00000082295.1",0,1,3,1,1,5,0,5,1,0,0
"ENSMUSG00000080749.1",2,0,1,1,3,5,0,0,6,0,0
"ENSMUSG00000081097.1",1,3,4,0,2,4,0,0,0,0,0
"ENSMUSG00000082390.1",1,4,2,3,1,1,5,7,6,1,3
"ENSMUSG00000080835.1",3,0,2,1,3,1,2,0,2,0,0
"ENSMUSG00000082087.4",0,0,0,1,1,4,0,0,3,1,1
"ENSMUSG00000081112.1",1,2,11,2,2,1,2,3,1,0,0
"ENSMUSG00000081847.1",0,3,5,0,1,3,4,3,4,0,0
"ENSMUSG00000084293.1",0,0,0,0,0,0,1,1,1,0,0
"ENSMUSG00000086170.1",4,11,8,5,13,4,11,14,17,0,0
"ENSMUSG00000085951.1",22,19,36,27,15,16,23,43,38,0,0
"ENSMUSG00000085533.1",100,187,334,273,247,230,215,377,478,0,0
"ENSMUSG00000086791.1",84,110,252,193,142,191,136,220,317,0,0
"ENSMUSG00000084889.1",1,5,8,9,11,13,3,11,12,0,0
"ENSMUSG00000082614.1",5,7,7,1,7,6,13,15,20,0,0
"ENSMUSG00000085239.1",2,10,9,3,5,10,9,12,4,0,0
"ENSMUSG00000084307.1",1,0,5,0,0,0,0,1,0,0,0
"ENSMUSG00000083662.1",4,3,0,1,4,2,1,1,4,0,0
"ENSMUSG00000087172.1",310,618,1136,692,704,744,550,1246,1415,0,0
"ENSMUSG00000086738.1",2,7,7,8,6,13,4,20,12,0,0
"ENSMUSG00000082790.1",0,5,1,11,1,0,0,5,1,2,0
"ENSMUSG00000082750.1",0,7,6,2,6,2,2,10,9,0,0
"ENSMUSG00000085784.1",39,32,116,80,81,91,66,88,102,1,0
"ENSMUSG00000084773.1",23,37,82,50,59,56,30,86,100,0,0
"ENSMUSG00000087089.1",83,162,325,233,220,209,174,331,496,0,0
"ENSMUSG00000080981.1",14,41,18,4,2,19,0,15,8,0,0
"ENSMUSG00000085476.1",111,191,390,229,238,210,138,329,447,0,0
"ENSMUSG00000083017.1",0,0,1,0,2,1,0,1,3,1,0
"ENSMUSG00000081251.1",0,2,2,3,3,1,0,2,7,10,17
"ENSMUSG00000082870.1",0,1,10,3,1,2,2,6,2,0,4
"ENSMUSG00000069899.3",29,12,8,20,28,32,13,42,30,1,1
"ENSMUSG00000085853.1",8,13,31,24,11,22,9,31,30,0,0
"ENSMUSG00000082530.1",7,15,17,14,31,29,19,51,29,0,1
"ENSMUSG00000078924.1",13,33,57,40,43,50,37,81,79,0,0
"ENSMUSG00000081713.1",0,3,5,2,1,1,2,2,8,0,0
"ENSMUSG00000086981.2",17,35,77,46,42,48,23,51,90,0,0
"ENSMUSG00000080970.1",0,0,2,1,2,0,2,0,0,0,0
"ENSMUSG00000080776.1",17,7,16,6,7,7,4,6,8,3,0
"ENSMUSG00000082818.1",2,0,8,1,2,3,0,2,10,0,0
"ENSMUSG00000082792.1",0,3,5,1,4,2,0,2,1,19,35
"ENSMUSG00000081952.1",12,6,15,8,11,6,5,17,6,0,0
"ENSMUSG00000083954.1",1,7,17,2,4,2,3,3,19,0,0
"ENSMUSG00000083159.1",3,3,3,1,3,5,2,2,4,0,0
"ENSMUSG00000082250.1",0,1,3,0,2,0,1,2,2,0,0
"ENSMUSG00000083460.1",3,4,4,4,4,6,5,7,11,18,26
"ENSMUSG00000082454.3",22,59,84,96,115,75,97,170,91,3,10
"ENSMUSG00000078154.3",229,203,210,243,378,364,225,286,249,7,12
"ENSMUSG00000048852.13",141,182,378,294,489,679,352,352,429,3,3
"ENSMUSG00000084153.2",10,0,5,4,3,6,3,9,4,2,1
"ENSMUSG00000083178.1",0,3,5,1,5,1,0,1,2,0,0
"ENSMUSG00000082116.1",4,1,4,1,4,5,2,2,5,0,0
"ENSMUSG00000084278.1",1,0,4,8,3,8,4,8,13,0,0
"ENSMUSG00000081791.1",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000083061.1",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000081570.1",13,33,15,34,46,52,32,87,42,0,0
"ENSMUSG00000081934.1",1,4,1,1,20,2,5,118,86,0,0
"ENSMUSG00000084302.1",3,3,5,10,15,13,8,26,16,1,0
"ENSMUSG00000085192.1",75,78,80,19,12,19,15,29,20,0,0
"ENSMUSG00000082545.1",0,0,1,2,0,1,0,4,2,0,0
"ENSMUSG00000085564.1",11,19,33,12,19,26,9,69,49,0,1
"ENSMUSG00000087080.1",3,3,7,4,5,3,5,77,60,0,0
"ENSMUSG00000085902.1",15,13,37,34,20,34,38,395,304,0,0
"ENSMUSG00000083156.1",1,2,3,3,1,0,1,4,7,0,0
"ENSMUSG00000080918.1",19,23,43,31,37,30,26,63,92,0,0
"ENSMUSG00000081296.1",0,1,1,1,3,0,0,0,4,0,0
"ENSMUSG00000086493.1",0,9,8,3,12,13,23,39,17,0,0
"ENSMUSG00000084800.1",9,10,11,2,2,1,0,9,3,0,0
"ENSMUSG00000083175.1",1,3,0,0,2,5,0,5,11,0,0
"ENSMUSG00000086920.1",147,260,216,411,667,567,571,856,608,2,0
"ENSMUSG00000080951.1",1,4,0,0,0,3,4,2,5,4,0
"ENSMUSG00000081297.1",0,0,1,0,1,0,0,0,3,0,0
"ENSMUSG00000083129.1",0,0,0,0,0,0,0,1,1,0,0
"ENSMUSG00000085707.1",3,0,9,7,3,4,4,9,18,0,0
"ENSMUSG00000083986.1",3,6,8,8,8,13,4,8,9,0,0
"ENSMUSG00000086595.1",7,3,3,3,1,0,2,2,2,0,0
"ENSMUSG00000081769.8",1916,1973,2527,1676,2699,3171,1832,2229,1976,1,1
"ENSMUSG00000082271.1",7,5,4,8,22,17,2,12,13,0,0
"ENSMUSG00000082380.1",0,3,1,6,1,3,1,4,5,0,0
"ENSMUSG00000080768.1",22,37,26,35,41,34,26,51,34,0,0
"ENSMUSG00000081098.1",0,0,0,0,0,7,0,0,3,0,0
"ENSMUSG00000036045.6",4,2,5,24,14,29,9,28,24,0,0
"ENSMUSG00000060068.7",0,0,2,2,2,1,7,7,6,0,0
"ENSMUSG00000085585.1",10,16,32,58,111,41,41,114,163,0,0
"ENSMUSG00000085888.7",173,217,336,124,116,152,119,193,223,0,0
"ENSMUSG00000084212.1",0,0,1,1,0,0,2,2,0,0,0
"ENSMUSG00000078151.3",22,21,11,32,52,32,50,67,55,0,0
"ENSMUSG00000086039.1",238,352,352,1087,982,845,1095,1271,949,0,0
"ENSMUSG00000082503.1",52,42,32,194,145,90,170,137,135,0,0
"ENSMUSG00000082180.1",33,26,22,31,87,80,55,70,75,0,0
"ENSMUSG00000044751.5",0,1,2,1,0,6,1,6,2,1,0
"ENSMUSG00000081107.1",0,0,0,1,0,3,0,0,3,0,0
"ENSMUSG00000086460.1",24,38,71,273,243,264,229,265,373,1,0
"ENSMUSG00000083363.1",0,0,0,8,3,0,2,1,3,0,0
"ENSMUSG00000087342.1",887,3198,4267,1783,2934,2656,1551,5187,3338,0,0
"ENSMUSG00000086020.1",461,868,1765,1282,1038,1286,846,1832,2314,0,0
"ENSMUSG00000084169.1",0,5,0,0,0,9,2,16,19,0,0
"ENSMUSG00000081749.3",0,1,0,0,0,0,0,1,7,0,0
"ENSMUSG00000082476.1",1,3,5,2,4,1,3,6,3,2,0
"ENSMUSG00000086028.1",0,11,12,9,19,9,7,17,25,0,0
"ENSMUSG00000084223.1",0,0,1,1,0,0,0,3,8,0,0
"ENSMUSG00000083657.1",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000087629.1",82,147,136,228,369,249,285,257,321,0,0
"ENSMUSG00000081223.1",0,3,2,4,4,10,0,5,8,0,0
"ENSMUSG00000086962.3",245,290,285,1526,1116,1730,1468,2635,2277,0,0
"ENSMUSG00000086666.1",14,8,11,9,9,10,11,17,29,0,0
"ENSMUSG00000082292.3",1,4,28,19,22,103,10,8,17,1,1
"ENSMUSG00000084384.3",0,1,5,2,10,10,0,1,9,0,1
"ENSMUSG00000082181.1",0,0,0,0,0,0,0,0,2,0,0
"ENSMUSG00000058287.5",16,26,50,23,35,38,25,57,58,0,1
"ENSMUSG00000085342.1",3,7,7,3,8,7,0,8,4,1,3
"ENSMUSG00000083501.2",0,0,1,0,0,0,2,3,0,0,0
"ENSMUSG00000087654.1",302,327,334,62,76,57,59,104,88,0,0
"ENSMUSG00000086063.1",12,15,15,17,15,23,17,20,32,0,0
"ENSMUSG00000072915.3",951,929,870,114,143,155,116,214,185,29,23
"ENSMUSG00000085744.1",5,5,7,7,4,1,2,12,9,0,0
"ENSMUSG00000080152.4",15,7,20,1,3,0,8,7,8,0,0
"ENSMUSG00000081262.1",4,8,9,3,12,9,4,12,26,3,0
"ENSMUSG00000083234.1",2,1,3,2,0,1,3,2,5,0,0
"ENSMUSG00000084145.3",39,35,32,120,86,90,131,135,172,0,1
"ENSMUSG00000086536.1",1737,1656,1946,3536,3967,3451,4110,7186,5430,0,2
"ENSMUSG00000085132.1",205,259,256,116,152,162,123,257,175,0,0
"ENSMUSG00000082148.1",131,150,128,81,125,145,80,179,141,2,8
"ENSMUSG00000084249.1",5,23,20,4,3,11,1,13,13,2,0
"ENSMUSG00000083412.1",16,20,11,8,2,3,4,8,3,0,0
"ENSMUSG00000080912.1",0,3,2,2,3,2,0,4,5,0,0
"ENSMUSG00000082032.1",0,2,4,4,0,3,1,0,1,1,1
"ENSMUSG00000085459.1",38,43,56,20,26,43,12,42,28,0,0
"ENSMUSG00000084805.1",1,3,12,4,9,6,8,10,24,0,2
"ENSMUSG00000083212.3",0,1,1,0,1,3,0,0,2,0,0
"ENSMUSG00000081340.1",23,44,25,49,59,74,45,87,94,0,0
"ENSMUSG00000081944.1",107,98,102,74,91,96,60,158,107,0,6
"ENSMUSG00000086310.1",302,332,293,118,117,130,120,167,243,0,0
"ENSMUSG00000087120.1",19,24,25,12,27,23,18,82,36,0,0
"ENSMUSG00000085748.1",2,5,13,21,24,24,13,20,17,2,0
"ENSMUSG00000081852.1",3,3,3,0,2,1,0,1,0,0,0
"ENSMUSG00000083052.1",1,1,2,1,1,1,0,7,8,1,1
"ENSMUSG00000081600.3",5,4,4,2,4,4,3,2,2,13,23
"ENSMUSG00000082256.1",0,8,5,1,8,3,6,6,14,0,0
"ENSMUSG00000083142.1",3,8,7,3,3,3,1,15,16,0,0
"ENSMUSG00000084884.1",24,55,38,50,65,30,65,48,63,0,0
"ENSMUSG00000087622.1",28,71,127,74,90,100,51,125,150,0,0
"ENSMUSG00000081756.1",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000086490.1",1,4,6,21,9,8,13,10,18,0,0
"ENSMUSG00000082857.1",0,2,7,6,3,2,0,5,3,0,0
"ENSMUSG00000083935.1",4,12,8,2,7,5,2,11,17,0,0
"ENSMUSG00000085162.7",192,242,495,328,276,369,231,577,685,0,0
"ENSMUSG00000084967.1",289,458,766,494,541,547,325,796,1115,0,0
"ENSMUSG00000080978.2",0,0,12,5,0,3,2,3,10,0,0
"ENSMUSG00000072834.4",90,131,241,174,172,198,112,236,393,0,0
"ENSMUSG00000085926.1",16,73,111,39,103,123,74,104,137,0,0
"ENSMUSG00000085348.1",136,194,296,206,414,315,189,377,321,11,0
"ENSMUSG00000087058.1",83,80,82,78,60,89,84,167,156,0,0
"ENSMUSG00000082266.1",15,6,14,1,2,2,2,4,10,0,0
"ENSMUSG00000083924.1",10,8,3,5,1,0,1,3,1,0,0
"ENSMUSG00000084993.1",28,40,19,14,5,24,26,26,31,1,0
"ENSMUSG00000084069.1",0,0,2,5,10,8,4,3,3,0,0
"ENSMUSG00000081333.1",0,0,2,7,4,18,3,18,13,0,0
"ENSMUSG00000083485.1",0,0,7,3,6,4,1,4,1,0,0
"ENSMUSG00000083300.1",0,0,1,1,0,4,0,0,3,0,0
"ENSMUSG00000084251.1",1,4,3,13,2,4,9,5,11,0,0
"ENSMUSG00000081515.1",0,0,2,2,1,3,0,3,0,0,0
"ENSMUSG00000082145.1",37,36,31,1,67,53,37,32,41,6,7
"ENSMUSG00000082370.1",0,0,2,0,1,1,2,2,2,0,0
"ENSMUSG00000080814.1",0,1,4,3,7,3,1,7,4,0,0
"ENSMUSG00000085952.1",3,5,11,16,18,22,11,30,46,0,0
"ENSMUSG00000086976.1",339,411,359,94,145,155,114,252,194,0,0
"ENSMUSG00000081690.1",0,3,4,1,0,1,0,1,1,0,0
"ENSMUSG00000082983.1",0,2,4,6,1,0,2,2,8,0,0
"ENSMUSG00000087523.1",197,214,248,94,129,151,105,139,119,2,13
"ENSMUSG00000085502.1",10,23,47,26,31,35,22,53,66,0,0
"ENSMUSG00000083171.1",1,3,2,2,5,1,1,3,9,0,0
"ENSMUSG00000084139.1",22,6,11,9,14,10,17,18,14,4,2
"ENSMUSG00000087116.1",11,43,71,40,41,47,30,69,94,0,0
"ENSMUSG00000085659.2",4,8,12,13,8,22,10,17,28,0,0
"ENSMUSG00000085251.1",7,3,3,5,0,7,1,3,6,0,0
"ENSMUSG00000082338.1",0,7,6,7,12,7,3,5,17,0,0
"ENSMUSG00000081552.1",14,12,14,37,62,54,59,69,66,2,1
"ENSMUSG00000081698.1",9,13,9,11,8,17,12,23,43,0,0
"ENSMUSG00000081932.1",0,3,7,13,5,5,6,10,7,3,0
"ENSMUSG00000083299.1",0,5,4,0,7,0,2,0,1,0,0
"ENSMUSG00000085765.1",131,98,109,116,105,100,122,151,141,0,0
"ENSMUSG00000085738.2",12,9,8,10,17,17,8,23,22,10,3
"ENSMUSG00000085359.1",2,3,2,1,1,13,3,10,7,0,1
"ENSMUSG00000084224.1",1,0,5,0,3,2,0,2,2,1,0
"ENSMUSG00000081485.5",0,0,0,0,0,0,0,1,0,0,0
"ENSMUSG00000087059.7",444,342,397,210,225,248,143,326,358,0,0
"ENSMUSG00000080701.1",3,2,1,0,1,5,2,3,4,1,7
"ENSMUSG00000080763.2",2,2,4,1,2,0,0,3,6,1,0
"ENSMUSG00000087398.1",1,2,8,6,5,7,2,13,13,0,0
"ENSMUSG00000082550.1",6,15,11,4,0,0,0,1,2,0,0
"ENSMUSG00000102038.1",21,16,2,3,3,6,4,4,6,0,0
"ENSMUSG00000083899.2",534,582,604,346,779,627,458,1177,646,4,36
"ENSMUSG00000086702.1",10,27,32,33,16,24,11,36,47,0,0
"ENSMUSG00000086031.1",6,3,7,5,6,8,0,9,13,0,0
"ENSMUSG00000087265.1",5,11,4,5,9,15,9,21,30,0,0
"ENSMUSG00000095588.1",0,0,0,0,0,0,0,0,2,0,0
"ENSMUSG00000084119.1",0,2,0,0,2,2,0,2,5,0,0
"ENSMUSG00000084835.1",96,90,115,44,58,50,55,93,56,3,3
"ENSMUSG00000078772.2",3124,4064,3550,1025,1294,1169,1036,2126,1338,0,0
"ENSMUSG00000086071.7",3,15,16,19,27,22,6,12,22,0,0
"ENSMUSG00000078134.1",0,3,1,5,4,4,1,10,9,2,2
"ENSMUSG00000085955.1",66,86,70,73,133,129,65,108,118,0,0
"ENSMUSG00000083666.1",1,3,6,2,6,1,1,3,6,0,0
"ENSMUSG00000075576.12",2151,2653,2403,1782,3334,2663,2009,3649,2881,2,6
"ENSMUSG00000083956.1",0,6,9,7,4,1,2,4,6,0,0
"ENSMUSG00000082709.1",0,1,0,1,2,0,1,8,0,0,0
"ENSMUSG00000082367.1",10,16,32,8,12,9,6,12,6,0,0
"ENSMUSG00000086792.1",60,67,92,37,18,23,17,42,36,0,0
"ENSMUSG00000083851.1",15,12,10,8,7,12,4,7,26,0,0
"ENSMUSG00000082762.1",3,6,4,10,3,2,4,5,8,0,2
"ENSMUSG00000084828.1",84,117,252,114,144,144,84,210,285,0,0
"ENSMUSG00000083934.1",1,0,6,2,1,1,0,3,4,0,0
"ENSMUSG00000082169.1",0,2,3,1,2,4,3,0,11,0,0
"ENSMUSG00000084352.1",0,2,1,1,2,0,0,1,0,0,0
"ENSMUSG00000084898.1",66,96,176,98,86,106,57,189,226,1,0
"ENSMUSG00000080969.1",1,1,4,8,4,12,3,7,7,0,0
"ENSMUSG00000086026.1",100,186,361,259,247,231,146,378,474,0,0
"ENSMUSG00000083983.1",16,21,43,26,11,26,14,49,60,0,0
"ENSMUSG00000084027.1",0,1,2,2,0,4,1,3,6,0,0
"ENSMUSG00000082548.1",3,1,1,0,0,0,0,1,4,0,0
"ENSMUSG00000080057.2",2,3,13,7,2,5,3,6,11,0,0
"ENSMUSG00000082899.1",0,1,1,1,2,0,0,2,2,0,0
"ENSMUSG00000084148.1",0,4,7,1,1,1,2,4,3,1,3
"ENSMUSG00000085632.1",393,510,1054,786,629,764,550,1154,1355,0,0
"ENSMUSG00000081427.1",1,2,9,4,4,4,0,7,7,0,0
"ENSMUSG00000082238.1",2,4,5,5,1,9,4,2,4,0,0
"ENSMUSG00000083271.1",4,3,7,2,0,2,0,4,9,0,0
"ENSMUSG00000082302.1",0,1,3,1,0,0,1,6,0,0,0
"ENSMUSG00000082022.1",7,1,6,6,5,4,9,9,21,0,0
"ENSMUSG00000084220.1",2,3,4,3,1,1,0,0,6,0,0
"ENSMUSG00000083202.1",0,10,22,8,14,6,6,10,14,0,0
"ENSMUSG00000081352.1",1,3,5,3,2,4,8,5,2,0,0
"ENSMUSG00000082008.1",4,17,6,0,8,6,1,9,18,6,0
"ENSMUSG00000081720.1",4,2,1,2,8,6,0,12,3,0,0
"ENSMUSG00000083005.1",0,2,3,1,10,6,3,3,19,0,0
"ENSMUSG00000083105.1",0,0,5,3,4,3,5,9,5,0,0
"ENSMUSG00000078722.2",3244,3084,2291,591,779,574,841,1974,1581,0,0
"ENSMUSG00000085910.1",4,7,5,1,1,3,2,0,5,0,0
"ENSMUSG00000056412.6",1,0,1,1,0,0,0,3,1,0,0
"ENSMUSG00000081309.3",21,20,13,11,9,19,3,23,16,0,0
"ENSMUSG00000081919.2",21,15,39,13,10,25,22,32,41,0,0
"ENSMUSG00000083331.1",25,31,56,40,43,28,19,47,58,0,0
"ENSMUSG00000081866.1",20,30,13,32,65,48,56,63,46,0,0
"ENSMUSG00000081437.1",1,0,2,5,1,1,3,10,7,0,0
"ENSMUSG00000082186.2",64,56,50,75,106,94,92,110,129,7,11
"ENSMUSG00000087623.1",163,130,189,133,193,170,157,256,171,0,0
"ENSMUSG00000087054.1",3,0,2,2,2,7,6,6,4,0,0
"ENSMUSG00000084761.1",20,14,26,17,25,18,9,31,32,0,0
"ENSMUSG00000095298.2",10,0,5,1,1,1,1,3,4,0,0
"ENSMUSG00000085980.2",5,16,48,26,24,38,29,50,76,0,0
"ENSMUSG00000085876.1",7,3,11,2,1,7,1,14,14,0,0
"ENSMUSG00000085305.1",1,5,11,5,8,9,1,5,11,0,0
"ENSMUSG00000081559.3",0,1,1,1,2,0,0,0,0,0,0
"ENSMUSG00000083685.1",0,3,3,1,0,3,0,4,9,0,0
"ENSMUSG00000081862.1",0,7,5,1,0,1,2,9,15,0,0
"ENSMUSG00000087378.1",26,36,49,20,74,35,19,46,49,0,0
"ENSMUSG00000086413.1",0,1,1,1,2,3,3,4,2,14,45
"ENSMUSG00000083044.1",5,4,7,2,4,4,10,4,3,8,26
"ENSMUSG00000084267.1",0,1,7,0,0,0,0,3,3,0,0
"ENSMUSG00000083139.1",30,39,37,35,49,28,42,64,84,3,2
"ENSMUSG00000080303.2",8,4,12,1,5,3,1,3,3,40,60
"ENSMUSG00000081775.1",10,6,3,5,3,4,0,11,3,0,0
"ENSMUSG00000083743.1",60,98,81,97,84,90,81,164,126,1,2
"ENSMUSG00000084199.1",0,1,7,5,0,2,0,13,5,1,1
"ENSMUSG00000083491.1",0,2,1,1,0,0,1,0,0,0,0
"ENSMUSG00000094286.1",0,0,1,0,2,0,0,0,1,2,1
"ENSMUSG00000081561.1",2,8,11,1,6,2,0,8,10,0,0
"ENSMUSG00000087500.1",780,445,934,178,111,190,171,310,270,0,0
"ENSMUSG00000083222.1",0,3,10,2,11,6,3,4,12,0,0
"ENSMUSG00000082185.1",1,5,5,0,0,6,0,5,3,1,1
"ENSMUSG00000081152.1",41,35,48,20,21,42,44,39,51,0,0
"ENSMUSG00000082089.1",0,0,1,0,0,0,0,0,0,0,0
"ENSMUSG00000083577.1",0,0,0,0,0,0,0,0,1,0,0
"ENSMUSG00000082589.1",0,0,2,0,2,0,0,0,0,0,0
"ENSMUSG00000085660.1",4,10,12,4,7,7,2,12,8,0,0
"ENSMUSG00000081953.1",6,2,13,1,5,0,3,4,5,1,2
"ENSMUSG00000084787.1",103,149,250,234,191,187,155,326,417,0,0
"ENSMUSG00000083091.1",0,0,0,0,0,0,0,1,0,0,0
"ENSMUSG00000080850.1",0,3,5,3,0,3,3,5,0,6,5
"ENSMUSG00000086833.2",1,13,29,25,17,16,9,30,30,0,0
"ENSMUSG00000083888.1",0,1,2,1,0,1,0,1,1,0,0
"ENSMUSG00000083869.1",0,0,0,3,0,2,0,2,1,0,0
"ENSMUSG00000082242.1",0,0,0,0,0,0,1,0,3,0,0
"ENSMUSG00000082194.3",0,6,18,1,4,7,1,8,9,0,0
"ENSMUSG00000081483.1",1,4,16,3,6,6,5,3,9,0,0
"ENSMUSG00000087383.7",137,213,364,240,215,276,200,362,500,0,0
"ENSMUSG00000080816.1",2,1,3,1,3,0,2,2,0,0,0
"ENSMUSG00000083938.2",0,1,5,3,1,6,0,2,3,0,0
"ENSMUSG00000081183.1",0,2,2,0,1,1,0,0,2,0,0
"ENSMUSG00000082725.1",6,9,20,22,26,8,13,26,28,0,0
"ENSMUSG00000094082.1",0,0,0,0,0,1,0,0,2,0,0
"ENSMUSG00000096476.1",0,0,3,5,0,0,0,0,7,0,0
"ENSMUSG00000087142.7",32,52,46,55,59,51,71,135,113,41,26
"ENSMUSG00000083803.1",1,0,4,2,4,2,1,5,2,0,0
"ENSMUSG00000081120.1",0,4,4,2,4,6,0,0,7,0,2
"ENSMUSG00000083153.1",0,1,3,0,2,0,3,2,4,0,0
"ENSMUSG00000084116.1",3,2,0,3,3,1,1,5,4,0,1
"ENSMUSG00000081050.1",0,1,6,18,4,2,1,4,8,0,0
"ENSMUSG00000086211.1",48,75,201,97,66,105,40,148,198,0,0
"ENSMUSG00000080916.3",0,2,5,1,3,2,0,1,2,0,0
"ENSMUSG00000081440.2",0,1,3,3,6,5,1,8,8,0,0
"ENSMUSG00000082963.1",1,1,1,1,0,0,3,3,8,0,0
"ENSMUSG00000083539.1",1,2,1,3,3,3,1,2,3,0,2
"ENSMUSG00000082267.1",0,1,5,0,0,2,2,2,10,0,0
"ENSMUSG00000083985.3",0,1,8,1,2,0,0,2,1,2,0
"ENSMUSG00000083624.1",1,0,11,0,4,0,1,2,8,0,0
"ENSMUSG00000081516.1",98,95,118,78,72,85,78,110,88,0,0
"ENSMUSG00000085351.1",71,96,143,130,131,147,92,159,256,0,0
"ENSMUSG00000086043.1",2008,2156,1855,674,997,969,728,1258,986,0,0
"ENSMUSG00000053957.5",224,216,351,187,182,194,154,323,410,1,0
"ENSMUSG00000083338.1",28,13,13,11,23,12,37,20,30,0,2
"ENSMUSG00000083868.1",0,2,3,5,1,1,0,5,7,0,0
"ENSMUSG00000086371.1",40,81,148,109,104,91,74,128,208,0,0
"ENSMUSG00000082111.1",1,6,15,10,4,8,2,10,39,0,0
"ENSMUSG00000087077.1",4,4,11,5,4,13,7,12,13,0,1
"ENSMUSG00000043770.10",0,0,0,0,0,0,1,0,0,0,0
"ENSMUSG00000081975.1",6,18,15,14,21,12,10,34,18,3,0
"ENSMUSG00000086987.1",18,33,48,11,20,47,17,54,51,0,0
"ENSMUSG00000083842.1",5,6,2,5,15,14,2,24,16,0,0
"ENSMUSG00000082415.1",0,0,3,1,2,2,1,5,7,0,0
"ENSMUSG00000082000.1",1,4,2,0,3,1,5,3,3,0,0
"ENSMUSG00000082720.1",0,1,1,0,1,0,0,0,1,0,0
"ENSMUSG00000081569.1",1,1,5,3,8,5,1,6,11,0,0
"ENSMUSG00000081329.1",0,3,4,4,3,2,2,6,4,1,0
"ENSMUSG00000086000.1",6,1,16,5,12,18,11,24,35,0,0
"ENSMUSG00000089664.2",10,8,24,12,5,4,6,14,12,0,0
"ENSMUSG00000083735.1",0,2,6,1,3,2,2,4,0,0,0
"ENSMUSG00000086267.1",1,4,8,13,7,25,8,11,20,0,0
"ENSMUSG00000049231.6",0,2,2,0,3,1,2,3,4,0,0
"ENSMUSG00000087357.1",42,47,80,31,53,53,43,74,74,0,0
"ENSMUSG00000081688.1",5,3,13,8,5,11,9,11,12,0,0
"ENSMUSG00000056411.2",101,98,90,68,122,138,76,144,136,0,6
"ENSMUSG00000083462.1",2,2,8,0,4,5,2,3,4,0,0
"ENSMUSG00000083627.1",11,11,12,12,17,22,17,28,17,8,5
"ENSMUSG00000087326.1",30,51,96,73,119,183,97,240,278,0,0
"ENSMUSG00000084274.2",55,52,45,73,108,167,94,306,197,28,31
"ENSMUSG00000087070.1",17,24,51,36,56,59,41,89,88,0,0
"ENSMUSG00000085375.1",84,111,242,165,134,148,140,243,325,0,0
"ENSMUSG00000082952.1",2,3,9,8,4,0,1,9,14,0,0
"ENSMUSG00000081504.3",2,1,2,0,5,1,0,3,2,0,0
"ENSMUSG00000081177.1",1,2,2,8,2,1,1,2,19,0,0
"ENSMUSG00000086346.1",118,206,118,121,133,127,91,229,226,0,0
"ENSMUSG00000066176.3",46,135,268,160,155,178,134,289,404,0,0
"ENSMUSG00000081542.1",0,2,1,0,1,3,0,1,1,0,0
"ENSMUSG00000084404.1",4,1,4,0,3,0,0,1,5,0,0
"ENSMUSG00000087614.1",261,360,891,690,615,730,480,1051,1336,0,1
"ENSMUSG00000082704.1",3,1,5,0,3,0,1,4,2,0,0
"ENSMUSG00000084144.1",20,21,17,24,53,28,38,72,54,0,0
"ENSMUSG00000081499.1",36,10,10,5,17,11,2,10,4,1,3
"ENSMUSG00000082613.1",1,2,4,6,8,6,2,3,3,0,0
"ENSMUSG00000085643.1",31,78,125,80,70,98,68,132,164,0,0
"ENSMUSG00000081290.1",0,0,2,1,3,0,5,1,2,0,0
"ENSMUSG00000074281.3",24,33,43,17,23,11,9,28,56,3,3
"ENSMUSG00000084863.1",131,58,75,33,43,74,60,57,38,0,1
